Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v4.0 Base Score,CVSS v4.0 Base+Threat Score,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,VPR Score,EPSS Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"160474","CVE-2022-21452","5.5","Medium","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS : MySQL vulnerabilities (USN-5400-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS host has packages installed that are affected by multiple
vulnerabilities as referenced in the USN-5400-1 advisory.

    Multiple security issues were discovered in MySQL and this update includes new upstream MySQL versions to
    fix these issues.

    MySQL has been updated to 8.0.29 in Ubuntu 20.04 LTS, Ubuntu 21.10, and Ubuntu 22.04 LTS. Ubuntu 18.04 LTS
    has been updated to MySQL 5.7.38.

    In addition to security fixes, the updated packages contain bug fixes, new features, and possibly
    incompatible changes.

    Please see the following for more information:

    https://dev.mysql.com/doc/relnotes/mysql/5.7/en/news-5-7-38.html
    https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-29.html https://www.oracle.com/security-
    alerts/cpuapr2022.html

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5400-1","
  - Installed package : libmysqlclient21_8.0.21-0ubuntu0.20.04.3
  - Fixed package     : libmysqlclient21_8.0.29-0ubuntu0.20.04.2

","I","","","5.9","4.1","5.2","","","Medium","","USN:5400-1;IAVA:2022-A-0168-S","","2022/05/03","2024/08/27","","",""
"160474","CVE-2022-21454","5.5","Medium","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS : MySQL vulnerabilities (USN-5400-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS host has packages installed that are affected by multiple
vulnerabilities as referenced in the USN-5400-1 advisory.

    Multiple security issues were discovered in MySQL and this update includes new upstream MySQL versions to
    fix these issues.

    MySQL has been updated to 8.0.29 in Ubuntu 20.04 LTS, Ubuntu 21.10, and Ubuntu 22.04 LTS. Ubuntu 18.04 LTS
    has been updated to MySQL 5.7.38.

    In addition to security fixes, the updated packages contain bug fixes, new features, and possibly
    incompatible changes.

    Please see the following for more information:

    https://dev.mysql.com/doc/relnotes/mysql/5.7/en/news-5-7-38.html
    https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-29.html https://www.oracle.com/security-
    alerts/cpuapr2022.html

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5400-1","
  - Installed package : libmysqlclient21_8.0.21-0ubuntu0.20.04.3
  - Fixed package     : libmysqlclient21_8.0.29-0ubuntu0.20.04.2

","I","","","5.9","4.1","5.2","","","Medium","","USN:5400-1;IAVA:2022-A-0168-S","","2022/05/03","2024/08/27","","",""
"160474","CVE-2022-21457","5.5","Medium","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS : MySQL vulnerabilities (USN-5400-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS host has packages installed that are affected by multiple
vulnerabilities as referenced in the USN-5400-1 advisory.

    Multiple security issues were discovered in MySQL and this update includes new upstream MySQL versions to
    fix these issues.

    MySQL has been updated to 8.0.29 in Ubuntu 20.04 LTS, Ubuntu 21.10, and Ubuntu 22.04 LTS. Ubuntu 18.04 LTS
    has been updated to MySQL 5.7.38.

    In addition to security fixes, the updated packages contain bug fixes, new features, and possibly
    incompatible changes.

    Please see the following for more information:

    https://dev.mysql.com/doc/relnotes/mysql/5.7/en/news-5-7-38.html
    https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-29.html https://www.oracle.com/security-
    alerts/cpuapr2022.html

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5400-1","
  - Installed package : libmysqlclient21_8.0.21-0ubuntu0.20.04.3
  - Fixed package     : libmysqlclient21_8.0.29-0ubuntu0.20.04.2

","I","","","5.9","4.1","5.2","","","Medium","","USN:5400-1;IAVA:2022-A-0168-S","","2022/05/03","2024/08/27","","",""
"160474","CVE-2022-21459","5.5","Medium","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS : MySQL vulnerabilities (USN-5400-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS host has packages installed that are affected by multiple
vulnerabilities as referenced in the USN-5400-1 advisory.

    Multiple security issues were discovered in MySQL and this update includes new upstream MySQL versions to
    fix these issues.

    MySQL has been updated to 8.0.29 in Ubuntu 20.04 LTS, Ubuntu 21.10, and Ubuntu 22.04 LTS. Ubuntu 18.04 LTS
    has been updated to MySQL 5.7.38.

    In addition to security fixes, the updated packages contain bug fixes, new features, and possibly
    incompatible changes.

    Please see the following for more information:

    https://dev.mysql.com/doc/relnotes/mysql/5.7/en/news-5-7-38.html
    https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-29.html https://www.oracle.com/security-
    alerts/cpuapr2022.html

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5400-1","
  - Installed package : libmysqlclient21_8.0.21-0ubuntu0.20.04.3
  - Fixed package     : libmysqlclient21_8.0.29-0ubuntu0.20.04.2

","I","","","5.9","4.1","5.2","","","Medium","","USN:5400-1;IAVA:2022-A-0168-S","","2022/05/03","2024/08/27","","",""
"160474","CVE-2022-21460","5.5","Medium","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS : MySQL vulnerabilities (USN-5400-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS host has packages installed that are affected by multiple
vulnerabilities as referenced in the USN-5400-1 advisory.

    Multiple security issues were discovered in MySQL and this update includes new upstream MySQL versions to
    fix these issues.

    MySQL has been updated to 8.0.29 in Ubuntu 20.04 LTS, Ubuntu 21.10, and Ubuntu 22.04 LTS. Ubuntu 18.04 LTS
    has been updated to MySQL 5.7.38.

    In addition to security fixes, the updated packages contain bug fixes, new features, and possibly
    incompatible changes.

    Please see the following for more information:

    https://dev.mysql.com/doc/relnotes/mysql/5.7/en/news-5-7-38.html
    https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-29.html https://www.oracle.com/security-
    alerts/cpuapr2022.html

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5400-1","
  - Installed package : libmysqlclient21_8.0.21-0ubuntu0.20.04.3
  - Fixed package     : libmysqlclient21_8.0.29-0ubuntu0.20.04.2

","I","","","5.9","4.1","5.2","","","Medium","","USN:5400-1;IAVA:2022-A-0168-S","","2022/05/03","2024/08/27","","",""
"160474","CVE-2022-21462","5.5","Medium","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS : MySQL vulnerabilities (USN-5400-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS host has packages installed that are affected by multiple
vulnerabilities as referenced in the USN-5400-1 advisory.

    Multiple security issues were discovered in MySQL and this update includes new upstream MySQL versions to
    fix these issues.

    MySQL has been updated to 8.0.29 in Ubuntu 20.04 LTS, Ubuntu 21.10, and Ubuntu 22.04 LTS. Ubuntu 18.04 LTS
    has been updated to MySQL 5.7.38.

    In addition to security fixes, the updated packages contain bug fixes, new features, and possibly
    incompatible changes.

    Please see the following for more information:

    https://dev.mysql.com/doc/relnotes/mysql/5.7/en/news-5-7-38.html
    https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-29.html https://www.oracle.com/security-
    alerts/cpuapr2022.html

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5400-1","
  - Installed package : libmysqlclient21_8.0.21-0ubuntu0.20.04.3
  - Fixed package     : libmysqlclient21_8.0.29-0ubuntu0.20.04.2

","I","","","5.9","4.1","5.2","","","Medium","","USN:5400-1;IAVA:2022-A-0168-S","","2022/05/03","2024/08/27","","",""
"160474","CVE-2022-21478","5.5","Medium","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS : MySQL vulnerabilities (USN-5400-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS host has packages installed that are affected by multiple
vulnerabilities as referenced in the USN-5400-1 advisory.

    Multiple security issues were discovered in MySQL and this update includes new upstream MySQL versions to
    fix these issues.

    MySQL has been updated to 8.0.29 in Ubuntu 20.04 LTS, Ubuntu 21.10, and Ubuntu 22.04 LTS. Ubuntu 18.04 LTS
    has been updated to MySQL 5.7.38.

    In addition to security fixes, the updated packages contain bug fixes, new features, and possibly
    incompatible changes.

    Please see the following for more information:

    https://dev.mysql.com/doc/relnotes/mysql/5.7/en/news-5-7-38.html
    https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-29.html https://www.oracle.com/security-
    alerts/cpuapr2022.html

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5400-1","
  - Installed package : libmysqlclient21_8.0.21-0ubuntu0.20.04.3
  - Fixed package     : libmysqlclient21_8.0.29-0ubuntu0.20.04.2

","I","","","5.9","4.1","5.2","","","Medium","","USN:5400-1;IAVA:2022-A-0168-S","","2022/05/03","2024/08/27","","",""
"160519","","","None","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS : networkd-dispatcher regression (USN-5395-2)","The remote Ubuntu host is missing a security update.","The remote Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS host has a package installed that is affected by a vulnerability as
referenced in the USN-5395-2 advisory.

    USN-5395-1 fixed vulnerabilities in networkd-dispatcher. Unfortunately that update was incomplete and
    could introduce a regression. This update fixes the problem.

    We apologize for the inconvenience.



Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected networkd-dispatcher package.","https://ubuntu.com/security/notices/USN-5395-2","
  - Installed package : networkd-dispatcher_2.0.1-1
  - Fixed package     : networkd-dispatcher_2.1-2~ubuntu20.04.3

","","","","","","","","","None","","USN:5395-2","","2022/05/04","2024/10/29","","",""
"160538","CVE-2021-36690","5.0","Medium","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS : SQLite vulnerability (USN-5403-1)","The remote Ubuntu host is missing a security update.","The remote Ubuntu 18.04 LTS / 20.04 LTS host has packages installed that are affected by a vulnerability as referenced
in the USN-5403-1 advisory.

    It was discovered that SQLite command-line component incorrectly handled certain queries. An attacker
    could possibly use this issue to cause a crash or possibly execute arbitrary code.

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5403-1","
  - Installed package : libsqlite3-0_3.31.1-4ubuntu0.2
  - Fixed package     : libsqlite3-0_3.31.1-4ubuntu0.3

","","","","7.5","3.9","6.7","","","Medium","","USN:5403-1","","2022/05/05","2024/08/28","","",""
"160636","","","None","192.168.0.105","tcp","0","Ubuntu 20.04 LTS / 22.04 LTS : MySQL regression (USN-5400-3)","The remote Ubuntu host is missing a security update.","The remote Ubuntu 20.04 LTS / 22.04 LTS host has packages installed that are affected by a vulnerability as referenced
in the USN-5400-3 advisory.

    USN-5400-1 fixed vulnerabilities in MySQL. The fix breaks existing charm configurations. This updated
    fixes the problem.

    We apologize for the inconvenience.



Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5400-3","
  - Installed package : libmysqlclient21_8.0.21-0ubuntu0.20.04.3
  - Fixed package     : libmysqlclient21_8.0.29-0ubuntu0.20.04.3

","","","","","","","","","None","","USN:5400-3","","2022/05/05","2024/10/29","","",""
"160674","CVE-2022-24903","6.8","Medium","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS : Rsyslog vulnerability (USN-5404-1)","The remote Ubuntu host is missing a security update.","The remote Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS host has packages installed that are affected by a vulnerability as
referenced in the USN-5404-1 advisory.

    Pieter Agten discovered that Rsyslog incorrectly handled certain requests. An attacker could possibly use
    this issue to cause a crash.

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5404-1","
  - Installed package : rsyslog_8.2001.0-1ubuntu1
  - Fixed package     : rsyslog_8.2001.0-1ubuntu1.3

","","","","8.1","5.0","7.1","","","Medium","","USN:5404-1","","2022/05/06","2024/08/28","","",""
"160853","CVE-2020-35512","7.2","High","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS : DBus vulnerability (USN-5244-2)","The remote Ubuntu host is missing a security update.","The remote Ubuntu 18.04 LTS / 20.04 LTS host has packages installed that are affected by a vulnerability as referenced
in the USN-5244-2 advisory.

    USN-5244-1 fixed a vulnerability in DBus. This update provides the corresponding update for Ubuntu 18.04
    LTS and Ubuntu 20.04 LTS.



Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5244-2","
  - Installed package : dbus_1.12.16-2ubuntu2.1
  - Fixed package     : dbus_1.12.16-2ubuntu2.2

  - Installed package : dbus-user-session_1.12.16-2ubuntu2.1
  - Fixed package     : dbus-user-session_1.12.16-2ubuntu2.2

  - Installed package : dbus-x11_1.12.16-2ubuntu2.1
  - Fixed package     : dbus-x11_1.12.16-2ubuntu2.2

  - Installed package : libdbus-1-3_1.12.16-2ubuntu2.1
  - Fixed package     : libdbus-1-3_1.12.16-2ubuntu2.2

","","","","7.8","5.3","6.8","","","High","","USN:5244-2","","2022/05/10","2024/10/29","","",""
"161025","CVE-2020-25648","5.0","Medium","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS : NSS vulnerability (USN-5410-1)","The remote Ubuntu host is missing a security update.","The remote Ubuntu 18.04 LTS / 20.04 LTS host has packages installed that are affected by a vulnerability as referenced
in the USN-5410-1 advisory.

    Lenny Wang discovered that NSS incorrectly handled certain messages. A remote attacker could possibly use
    this issue to cause servers compiled with NSS to stop responding, resulting in a denial of service.

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected libnss3, libnss3-dev and / or libnss3-tools packages.","https://ubuntu.com/security/notices/USN-5410-1","
  - Installed package : libnss3_2:3.49.1-1ubuntu1.2
  - Fixed package     : libnss3_2:3.49.1-1ubuntu1.7

","","","","7.5","3.7","6.5","","","Medium","","USN:5410-1","","2022/05/11","2024/08/27","","",""
"161058","CVE-2022-27780","5.0","Medium","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS : curl vulnerabilities (USN-5412-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS host has packages installed that are affected by multiple
vulnerabilities as referenced in the USN-5412-1 advisory.

    Axel Chong discovered that curl incorrectly handled percent-encoded URL separators. A remote attacker
    could possibly use this issue to trick curl into using the wrong URL and bypass certain checks or filters.
    This issue only affected Ubuntu 22.04 LTS. (CVE-2022-27780)

    Florian Kohnhuser discovered that curl incorrectly handled returning a TLS server's certificate chain
    details. A remote attacker could possibly use this issue to cause curl to stop responding, resulting in a
    denial of service. (CVE-2022-27781)

    Harry Sintonen discovered that curl incorrectly reused a previous connection when certain options had been
    changed, contrary to expectations. (CVE-2022-27782)

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5412-1","
  - Installed package : libcurl3-gnutls_7.68.0-1ubuntu2.1
  - Fixed package     : libcurl3-gnutls_7.68.0-1ubuntu2.11

  - Installed package : libcurl4_7.68.0-1ubuntu2.1
  - Fixed package     : libcurl4_7.68.0-1ubuntu2.11

","II","","","7.5","3.9","6.7","","","Medium","","USN:5412-1;IAVA:2022-A-0224-S","","2022/05/11","2024/08/27","","",""
"161058","CVE-2022-27781","5.0","Medium","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS : curl vulnerabilities (USN-5412-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS host has packages installed that are affected by multiple
vulnerabilities as referenced in the USN-5412-1 advisory.

    Axel Chong discovered that curl incorrectly handled percent-encoded URL separators. A remote attacker
    could possibly use this issue to trick curl into using the wrong URL and bypass certain checks or filters.
    This issue only affected Ubuntu 22.04 LTS. (CVE-2022-27780)

    Florian Kohnhuser discovered that curl incorrectly handled returning a TLS server's certificate chain
    details. A remote attacker could possibly use this issue to cause curl to stop responding, resulting in a
    denial of service. (CVE-2022-27781)

    Harry Sintonen discovered that curl incorrectly reused a previous connection when certain options had been
    changed, contrary to expectations. (CVE-2022-27782)

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5412-1","
  - Installed package : libcurl3-gnutls_7.68.0-1ubuntu2.1
  - Fixed package     : libcurl3-gnutls_7.68.0-1ubuntu2.11

  - Installed package : libcurl4_7.68.0-1ubuntu2.1
  - Fixed package     : libcurl4_7.68.0-1ubuntu2.11

","II","","","7.5","3.9","6.7","","","Medium","","USN:5412-1;IAVA:2022-A-0224-S","","2022/05/11","2024/08/27","","",""
"161058","CVE-2022-27782","5.0","Medium","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS : curl vulnerabilities (USN-5412-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS host has packages installed that are affected by multiple
vulnerabilities as referenced in the USN-5412-1 advisory.

    Axel Chong discovered that curl incorrectly handled percent-encoded URL separators. A remote attacker
    could possibly use this issue to trick curl into using the wrong URL and bypass certain checks or filters.
    This issue only affected Ubuntu 22.04 LTS. (CVE-2022-27780)

    Florian Kohnhuser discovered that curl incorrectly handled returning a TLS server's certificate chain
    details. A remote attacker could possibly use this issue to cause curl to stop responding, resulting in a
    denial of service. (CVE-2022-27781)

    Harry Sintonen discovered that curl incorrectly reused a previous connection when certain options had been
    changed, contrary to expectations. (CVE-2022-27782)

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5412-1","
  - Installed package : libcurl3-gnutls_7.68.0-1ubuntu2.1
  - Fixed package     : libcurl3-gnutls_7.68.0-1ubuntu2.11

  - Installed package : libcurl4_7.68.0-1ubuntu2.1
  - Fixed package     : libcurl4_7.68.0-1ubuntu2.11

","II","","","7.5","3.9","6.7","","","Medium","","USN:5412-1;IAVA:2022-A-0224-S","","2022/05/11","2024/08/27","","",""
"161059","CVE-2022-29909","10.0","Critical","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS : Firefox vulnerabilities (USN-5411-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS host has packages installed that are affected by multiple vulnerabilities as
referenced in the USN-5411-1 advisory.

    Multiple security issues were discovered in Firefox. If a user were tricked into opening a specially
    crafted website, an attacker could potentially exploit these to cause a denial of service, spoof the
    browser UI, bypass permission prompts, obtain sensitive information, bypass security restrictions, or
    execute arbitrary code.

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5411-1","
  - Installed package : firefox_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox_100.0+build2-0ubuntu0.20.04.1

  - Installed package : firefox-locale-de_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox-locale-de_100.0+build2-0ubuntu0.20.04.1

  - Installed package : firefox-locale-en_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox-locale-en_100.0+build2-0ubuntu0.20.04.1

","I","","","9.8","7.8","8.8","","","Critical","","USN:5411-1;IAVA:2022-A-0188-S","","2022/05/11","2024/08/28","","",""
"161059","CVE-2022-29911","10.0","Critical","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS : Firefox vulnerabilities (USN-5411-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS host has packages installed that are affected by multiple vulnerabilities as
referenced in the USN-5411-1 advisory.

    Multiple security issues were discovered in Firefox. If a user were tricked into opening a specially
    crafted website, an attacker could potentially exploit these to cause a denial of service, spoof the
    browser UI, bypass permission prompts, obtain sensitive information, bypass security restrictions, or
    execute arbitrary code.

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5411-1","
  - Installed package : firefox_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox_100.0+build2-0ubuntu0.20.04.1

  - Installed package : firefox-locale-de_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox-locale-de_100.0+build2-0ubuntu0.20.04.1

  - Installed package : firefox-locale-en_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox-locale-en_100.0+build2-0ubuntu0.20.04.1

","I","","","9.8","7.8","8.8","","","Critical","","USN:5411-1;IAVA:2022-A-0188-S","","2022/05/11","2024/08/28","","",""
"161059","CVE-2022-29912","10.0","Critical","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS : Firefox vulnerabilities (USN-5411-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS host has packages installed that are affected by multiple vulnerabilities as
referenced in the USN-5411-1 advisory.

    Multiple security issues were discovered in Firefox. If a user were tricked into opening a specially
    crafted website, an attacker could potentially exploit these to cause a denial of service, spoof the
    browser UI, bypass permission prompts, obtain sensitive information, bypass security restrictions, or
    execute arbitrary code.

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5411-1","
  - Installed package : firefox_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox_100.0+build2-0ubuntu0.20.04.1

  - Installed package : firefox-locale-de_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox-locale-de_100.0+build2-0ubuntu0.20.04.1

  - Installed package : firefox-locale-en_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox-locale-en_100.0+build2-0ubuntu0.20.04.1

","I","","","9.8","7.8","8.8","","","Critical","","USN:5411-1;IAVA:2022-A-0188-S","","2022/05/11","2024/08/28","","",""
"161059","CVE-2022-29914","10.0","Critical","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS : Firefox vulnerabilities (USN-5411-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS host has packages installed that are affected by multiple vulnerabilities as
referenced in the USN-5411-1 advisory.

    Multiple security issues were discovered in Firefox. If a user were tricked into opening a specially
    crafted website, an attacker could potentially exploit these to cause a denial of service, spoof the
    browser UI, bypass permission prompts, obtain sensitive information, bypass security restrictions, or
    execute arbitrary code.

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5411-1","
  - Installed package : firefox_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox_100.0+build2-0ubuntu0.20.04.1

  - Installed package : firefox-locale-de_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox-locale-de_100.0+build2-0ubuntu0.20.04.1

  - Installed package : firefox-locale-en_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox-locale-en_100.0+build2-0ubuntu0.20.04.1

","I","","","9.8","7.8","8.8","","","Critical","","USN:5411-1;IAVA:2022-A-0188-S","","2022/05/11","2024/08/28","","",""
"161059","CVE-2022-29915","10.0","Critical","192.168.0.105","tcp","0","Ubuntu 18.04 LTS / 20.04 LTS : Firefox vulnerabilities (USN-5411-1)","The remote Ubuntu host is missing one or more security updates.","The remote Ubuntu 18.04 LTS / 20.04 LTS host has packages installed that are affected by multiple vulnerabilities as
referenced in the USN-5411-1 advisory.

    Multiple security issues were discovered in Firefox. If a user were tricked into opening a specially
    crafted website, an attacker could potentially exploit these to cause a denial of service, spoof the
    browser UI, bypass permission prompts, obtain sensitive information, bypass security restrictions, or
    execute arbitrary code.

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Update the affected packages.","https://ubuntu.com/security/notices/USN-5411-1","
  - Installed package : firefox_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox_100.0+build2-0ubuntu0.20.04.1

  - Installed package : firefox-locale-de_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox-locale-de_100.0+build2-0ubuntu0.20.04.1

  - Installed package : firefox-locale-en_78.0.2+build2-0ubuntu0.20.04.1
  - Fixed package     : firefox-locale-en_100.0+build2-0ubuntu0.20.04.1

","I","","","9.8","7.8","8.8","","","Critical","","USN:5411-1;IAVA:2022-A-0188-S","","2022/05/11","2024/08/28","","",""
